"","Q8","STEM_Non-STEM","satacad","satlife","satoverall","respect9","intclimate10","socclimate11","collegial12","sameuniv13","samefield14","recommend15","curriculum16","teaching17","advising18","candidacy19","interdisc20","employment21","progqual22","Q21","Q22","Q23","Q24","finance","infotech","space","library","lab","htopicadv","hresearchadv","hwritingadv","hacadadv","hnonacadadv","hemployadv","Q32","Q33","htopicmen","hresearchmen","hwritingmen","hacadmen","hnonacadmen","hemploymen","Q38","Q39","Q40","Q42","Q43","Q45","Q46","Q47","Q48","Q49","Q78","Q90_1","Q90_2","Q92_1","Q99","sameuniv91","samefield92","recommend93","curriculum94","teaching95","advising96","candidacy97","interdisc98","employment99","progqual100","respect101","intclimate102","socclimate103","collegial104","workcomm","family","availfac","progreq","coursesched","immigration","Sex_ANOVA_Code","Citizenship_ANOVA_Code","Hispanic_Latino_ANOVA_Code","Race_Ethnicy_ANOVA_Code","Underrepresented"
"264","College C","STEM","Excellent","Good","Very good","Agree","Agree","Agree","Agree","Definitely","Probably","Probably","Good","Very good","Good","Good","Fair","Good",NA,"I don't remember",NA,"Yes","No","Excellent","Good","Good","Good","Excellent","Very helpful",NA,"Very helpful","Somewhat helpful","Not very helpful","N/A - I did not receive advice on this","Yes","Yes","Very helpful","Very helpful","Somewhat helpful","Somewhat helpful","Somewhat helpful","N/A - I did not receive advice on this","Yes","Very helpful","No","Yes","Very helpful","6","5","Yes","2","1","Have signed contract or made definite commitment for a ""postdoc"" or other work","Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Yes","Probably","Maybe","Probably","Good","Very good","Good","Good","Good","Good","Very good","Agree","Agree","Agree","Agree","A minor obstacle","A minor obstacle","A minor obstacle","A minor obstacle","Not an obstacle","Not an obstacle",1,1,2,5,"Non-Underrespresented Group"
"265","College B","STEM","Very good","Excellent","Very good","Disagree","Ambivalent","Strongly Agree","Strongly Agree","Probably","Probably","Probably","Very good","Very good","Good","Fair","Good","Very good","Very good","Yes, and I attended","Somewhat Effective","Yes","No","Good","Good","Good","Good","Good","Not very helpful","Not very helpful","Somewhat helpful","Not at all helpful","Not at all helpful","Not at all helpful","Yes","Yes","Not very helpful","Not very helpful","Somewhat helpful","Very helpful","Very helpful","Very helpful","No",NA,"No","Yes","Very helpful","12","5","Yes","1","0","Have signed contract or made definite commitment for a ""postdoc"" or other work","Other","Health Care","Scientists, Social Scientists","Yes","Probably","Probably","Probably","Excellent","Very good","Good","Fair","Good","Very good","Very good","Disagree","Ambivalent","Agree","Strongly Agree","A major obstacle","A minor obstacle","A minor obstacle","A minor obstacle","Not an obstacle","Not an obstacle",2,1,2,5,"Non-Underrespresented Group"
"266","College C","Non-STEM","Very good","Very good","Very good","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Maybe","Definitely","Probably","Very good","Very good","Very good","Excellent","Good","Good","Very good","Yes, and I attended","Very Effective","Yes","No","Very Good","Very Good","Very Good","Fair","N/A","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Very helpful","Yes","No",NA,"0","8","Yes","2","0","Seeking position but have no specific prospects","Education","Other educational institutions","Education, Training, and Library Occupations",NA,"Maybe","Definitely","Probably","Very good","Very good","Very good","Excellent","Good","Very good","Very good","Strongly Agree","Agree","Strongly Agree","Strongly Agree","Not an obstacle","Not an obstacle","A minor obstacle","Not an obstacle","A minor obstacle","Not an obstacle",2,1,2,5,"Non-Underrespresented Group"
"267","College C","Non-STEM","Very good","Very good","Very good","Ambivalent","Ambivalent","Ambivalent","Ambivalent","Maybe","Probably","Probably","Excellent","Excellent","Excellent","Very good","Poor","Excellent","Excellent","Yes, and I attended","Very Effective","Yes","Yes","Good","Excellent","Very Good","Very Good","N/A","Very helpful","Very helpful","Very helpful","Very helpful","N/A - I did not receive advice on this","Very helpful","Yes","Yes","Very helpful","Very helpful","Very helpful","Very helpful","N/A - I did not receive advice on this","Very helpful","Yes","Very helpful","Yes","Yes","Very helpful","5","10","Yes","2","0","Have signed contract or made definite commitment for a ""postdoc"" or other work","Education","K-12 school or school system, public or private","Education, Training, and Library Occupations","Yes","Maybe","Probably","Probably","Very good","Excellent","Excellent","Excellent","Poor","Excellent","Excellent","Ambivalent","Ambivalent","Ambivalent","Ambivalent","Not an obstacle","Not an obstacle","Not an obstacle","A minor obstacle","Not an obstacle","Not an obstacle",1,1,2,5,"Non-Underrespresented Group"
"268","College C","Non-STEM","Good","Fair","Good","Strongly Agree","Strongly Agree","Ambivalent","Agree","Maybe","Probably not","Maybe","Good","Good","Very good","Good","Fair","Fair",NA,"I don't remember",NA,"Yes","No","Good","Good","Fair","Very Good","Good","Very helpful","Very helpful","Very helpful","Somewhat helpful","Somewhat helpful","Somewhat helpful","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,"Yes","Yes","Somewhat helpful","0","0","Not applicable","0","0","Seeking position but have no specific prospects","Education","K-12 school or school system, public or private",NA,"Yes","Maybe","Probably not","Maybe","Good","Good","Good","Excellent","Good","Fair","Good","Strongly Agree","Agree","Ambivalent","Agree","A major obstacle","A major obstacle","A minor obstacle","A minor obstacle","Not an obstacle","Not an obstacle",2,1,2,5,"Non-Underrespresented Group"
"269","College C","Non-STEM","Excellent","Very good","Very good","Strongly Agree","Strongly Agree","Ambivalent","Disagree","Maybe","Maybe","Definitely","Very good","Excellent","Excellent","Excellent","Good","Fair","Very good","Yes, and I attended","Somewhat Effective","Yes","Yes","Fair","Fair","Fair","Good","N/A","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Very helpful","Yes","Yes","Somewhat helpful","4","6","Yes","1","0","Negotiating with one or more specific organizations","Education","4-year college or university","Education, Training, and Library Occupations","Yes","Probably","Maybe","Probably","Very good","Excellent","Excellent","Excellent","Good","Excellent","Excellent","Agree","Agree","Disagree","Disagree","A major obstacle","A major obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle",1,1,2,5,"Non-Underrespresented Group"
"270","College F","STEM","Very good","Good","Fair","Agree","Agree","Ambivalent","Strongly Agree","Probably","Definitely","Definitely","Poor","Fair","Poor","Fair","Poor","Fair","Fair","Yes, and I attended","Neither Effective nor Ineffective","Yes","No","Excellent","Good","Excellent","Very Good","Excellent","Somewhat helpful","Somewhat helpful","Not at all helpful","Not very helpful","Not very helpful","Not very helpful","Yes","No","Not very helpful","Somewhat helpful","Not at all helpful","Not at all helpful","Not at all helpful","Not at all helpful","Yes","Not at all helpful","No","Yes","Very helpful","7","7","No","1","1","Have signed contract or made definite commitment for a ""postdoc"" or other work","Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Yes","Probably","Definitely","Definitely","Poor","Fair","Poor","Fair","Poor","Fair","Good","Agree","Strongly Agree","Ambivalent","Strongly Agree","Not an obstacle","Not an obstacle","A minor obstacle","A minor obstacle","A minor obstacle","Not an obstacle",1,1,2,5,"Non-Underrespresented Group"
"271","College B","STEM","Very good","Very good","Very good","Ambivalent","Ambivalent","Agree","Strongly Agree","Probably","Probably","Probably","Very good","Very good","Good","Good","Excellent","Very good","Very good","Yes, and I attended","Somewhat Effective","Yes","Yes","Excellent","Excellent","Very Good","Excellent","Very Good","Somewhat helpful","Very helpful","Somewhat helpful","Somewhat helpful","Somewhat helpful","Not very helpful","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,"No","Yes","Very helpful","4","3","Yes","1","1","Seeking position but have no specific prospects","Technology","Data Processing, Hosting, and Related Services","Computer and Mathematical Occupations","Yes","Probably","Probably","Probably","Very good","Very good","Very good","Good","Excellent","Good","Good","Ambivalent","Agree","Strongly Agree","Strongly Agree","Not an obstacle","A minor obstacle","A minor obstacle","Not an obstacle","Not an obstacle","Not an obstacle",1,1,2,5,"Non-Underrespresented Group"
"272","College C","STEM","Very good","Fair","Very good","Agree","Strongly Agree","Ambivalent","Agree","Definitely","Definitely","Definitely","Very good","Very good","Very good","Very good","Excellent","Very good","Very good","Yes, and I attended","Neither Effective nor Ineffective","Yes","No","Very Good","Very Good","Very Good","Good","Very Good","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","Very helpful","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Somewhat helpful","No","Yes","Very helpful","4","4","No","2","1","Have signed contract or made definite commitment for a ""postdoc"" or other work","Research, Consulting, and Legal Services","Consulting Services (Economics, Physics, Biological, Chemical, Environmental, Energy, etc.)","Management Occupations","Yes","Definitely","Probably","Definitely","Very good","Very good","Very good","Very good","Very good","Very good","Very good","Agree","Agree","Agree","Agree","A minor obstacle","A minor obstacle","A minor obstacle","Not an obstacle","Not an obstacle","Not an obstacle",1,1,2,5,"Non-Underrespresented Group"
"273","College F","STEM","Very good","Good","Very good","Strongly Agree","Strongly Agree","Ambivalent","Agree","Probably","Maybe","Probably","Excellent","Very good","Excellent","Very good","Fair","Fair","Very good","Yes, and I attended","Somewhat Effective","Yes","No","Very Good","Excellent","Very Good","Excellent","Good","Very helpful","Very helpful","Somewhat helpful","N/A - I did not receive advice on this","Very helpful","Very helpful","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Somewhat helpful","Yes","Yes","Very helpful","2","3","Yes","2","0","Seeking position but have no specific prospects",NA,NA,NA,"Yes","Probably","Maybe","Probably","Excellent","Very good","Excellent","Good","Fair","Good","Very good","Agree","Agree","Ambivalent","Agree","A minor obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not an obstacle",1,1,2,5,"Non-Underrespresented Group"
"274","College I","Non-STEM","Excellent","Good","Very good","Agree","Agree","Agree","Strongly Agree","Definitely","Definitely","Definitely","Good","Good","Excellent","Good","Excellent","Fair","Very good","I don't remember",NA,"No","No","Poor","Good","Poor","Excellent","N/A","Very helpful","Very helpful","Very helpful","Somewhat helpful","N/A - I did not receive advice on this","N/A - I did not receive advice on this","Yes","Yes","N/A - I did not receive advice on this","N/A - I did not receive advice on this","N/A - I did not receive advice on this","Very helpful","N/A - I did not receive advice on this","N/A - I did not receive advice on this","Yes","Very helpful","Yes","Yes","Very helpful","0","12","Yes","5","0","Have signed contract or made definite commitment for a ""postdoc"" or other work","Education","Medical school or other professional school","Education, Training, and Library Occupations","Yes","Definitely","Definitely","Definitely","Good","Good","Excellent","Good","Excellent","Fair","Very good","Agree","Agree","Agree","Strongly Agree","A major obstacle","A minor obstacle","Not an obstacle","Not an obstacle","Not an obstacle","Not applicable",1,1,2,5,"Non-Underrespresented Group"
"275","College F","STEM","Excellent","Excellent","Excellent","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","Definitely","Definitely","Definitely","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Yes, and I attended","Very Effective","Yes","Yes","Very Good","Excellent","Excellent","Excellent","Excellent","Somewhat helpful","Very helpful","Very helpful","Very helpful","Very helpful","Somewhat helpful","No",NA,NA,NA,NA,NA,NA,NA,"Yes","Very helpful","Yes","Yes","Very helpful","4","4","No","5","2","Other full-time degree program (e.g., MD, DDS, JD, MBA, etc.)","Other",NA,"Healthcare Practitioners","Yes","Definitely","Definitely","Definitely","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Excellent","Strongly Agree","Strongly Agree","Strongly Agree","Strongly Agree","A major obstacle","Not applicable","Not an obstacle","Not an obstacle","A minor obstacle","Not applicable",1,1,2,5,"Non-Underrespresented Group"
"276","College B","STEM","Very good","Good","Good","Agree","Agree","Strongly Agree","Agree","Definitely","Definitely","Definitely","Good","Very good","Very good","Very good","Excellent","Very good","Very good","Yes, and I attended","Very Effective","Yes","No","Excellent","Good","Fair","Very Good","N/A","Somewhat helpful","Somewhat helpful","Somewhat helpful","Very helpful","Somewhat helpful","Somewhat helpful","No",NA,NA,NA,NA,NA,NA,NA,"No",NA,"No","Yes","Very helpful","10","6","Yes","2","0","Have signed contract or made definite commitment for a ""postdoc"" or other work","Research, Consulting, and Legal Services","Scientific Research (including Social research in Humanities)","Scientists, Social Scientists","Yes","Probably","Definitely","Definitely","Very good","Very good","Very good","Very good","Excellent","Very good","Excellent","Agree","Strongly Agree","Strongly Agree","Strongly Agree","A minor obstacle","A major obstacle","A minor obstacle","A minor obstacle","Not an obstacle","Not applicable",1,1,2,5,"Non-Underrespresented Group"
